"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000106780",690.353516265161,0.682906786513256,0.0757167583457218,9.01922905092042,1.89417583303018e-19,1.27646837801549e-18,"MEGF9","1955","multiple EGF like domains 9"
"ENSG00000175274",1709.11933444907,0.479844764529125,0.0532098499097914,9.01796876598267,1.91608938882762e-19,1.29064558558234e-18,"TP53I11","9537","tumor protein p53 inducible protein 11"
"ENSG00000172986",138.244793992072,-1.46628916861153,0.162614372170875,-9.01697155692214,1.93360600356864e-19,1.30184948746435e-18,"GXYLT2","727936","glucoside xylosyltransferase 2"
"ENSG00000091986",10223.0499954841,-1.04581001628364,0.116015957307483,-9.01436354579982,1.98016896364601e-19,1.33259041946187e-18,"CCDC80","151887","coiled-coil domain containing 80"
"ENSG00000114503",1705.76015834009,0.482066769585908,0.0534824579376831,9.01354926782918,1.99493262865777e-19,1.34191314838696e-18,"NCBP2","22916","nuclear cap binding protein subunit 2"
"ENSG00000142687",1731.61534978849,0.482657370848916,0.0535690660824161,9.01000159506882,2.06053495074398e-19,1.38540894635332e-18,"KIAA0319L","79932","KIAA0319 like"
"ENSG00000160209",2836.09045536265,0.431837278493112,0.0479490919468187,9.00616176364864,2.13394312860804e-19,1.43411098173394e-18,"PDXK","8566","pyridoxal kinase"
"ENSG00000168685",1787.79136692032,-0.475892398995034,0.0528555048530171,-9.00364872719344,2.18337913406726e-19,1.46666552770662e-18,"IL7R","3575","interleukin 7 receptor"
"ENSG00000113161",1372.30990900151,0.599203365092389,0.0665717963352493,9.00085919380719,2.23958030083512e-19,1.50373277784546e-18,"HMGCR","3156","3-hydroxy-3-methylglutaryl-CoA reductase"
"ENSG00000160325",298.304195558305,1.05458527683534,0.117203773360591,8.99787819621457,2.3012192883015e-19,1.54441575004497e-18,"CACFD1","11094","calcium channel flower domain containing 1"
"ENSG00000114867",11263.1981813441,-0.332737237503215,0.0369869738074114,-8.99606545903851,2.3395182689739e-19,1.56940465398895e-18,"EIF4G1","1981","eukaryotic translation initiation factor 4 gamma 1"
"ENSG00000055917",1782.90947703646,0.505541895064602,0.0562434893005016,8.98845184308458,2.50737296273903e-19,1.68124034234976e-18,"PUM2","23369","pumilio RNA binding family member 2"
"ENSG00000121361",51.4405648984805,-2.73779154688117,0.304639276609402,-8.98699464281971,2.54083009196789e-19,1.70289922216566e-18,"KCNJ8","3764","potassium voltage-gated channel subfamily J member 8"
"ENSG00000132563",384.550244530367,-0.872460596818456,0.097081752689395,-8.98686491178029,2.54382999558304e-19,1.70413483976831e-18,"REEP2","51308","receptor accessory protein 2"
"ENSG00000085999",49.8295652262928,-2.88281485149225,0.32087597860772,-8.98420275646927,2.6061682878912e-19,1.74510260004273e-18,"RAD54L","8438","RAD54 like"
"ENSG00000146197",1767.68617473856,-0.534891041675944,0.0595423509960158,-8.98337120937223,2.62594778877685e-19,1.75754852456827e-18,"SCUBE3","222663","signal peptide, CUB domain and EGF like domain containing 3"
"ENSG00000125826",1254.1962422887,-0.532312906394914,0.0592767152553567,-8.98013501763342,2.7043469268923e-19,1.80919950106849e-18,"RBCK1","10616","RANBP2-type and C3HC4-type zinc finger containing 1"
"ENSG00000071051",557.534394662836,0.761660885471544,0.0848418572163028,8.97741881733803,2.77193059621178e-19,1.85357137599679e-18,"NCK2","8440","NCK adaptor protein 2"
"ENSG00000179981",298.328586397285,-1.01516557698687,0.113157566058886,-8.97125673822459,2.93150275337714e-19,1.95938719180373e-18,"TSHZ1","10194","teashirt zinc finger homeobox 1"
"ENSG00000147274",1896.30737682289,-0.515019649425999,0.0574131472380132,-8.97041312316361,2.95404360108144e-19,1.97355823176511e-18,"RBMX","27316","RNA binding motif protein, X-linked"
"ENSG00000110719",1121.30348958771,0.561544462654947,0.0626304831299864,8.96599282955379,3.0749798921752e-19,2.05342336433521e-18,"TCIRG1","10312","T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
"ENSG00000239672",582.920816062646,-0.739032317427773,0.0824465611452028,-8.9637737118739,3.13752483267277e-19,2.09424098659109e-18,"NME1","4830","NME/NM23 nucleoside diphosphate kinase 1"
"ENSG00000116062",736.315875226424,-0.66682101739214,0.0744308849669363,-8.95892904791277,3.27847009126788e-19,2.18732875532395e-18,"MSH6","2956","mutS homolog 6"
"ENSG00000171469",711.872869940433,0.664534045936996,0.0741789903778552,8.95852103880049,3.29062196035107e-19,2.1944428258667e-18,"ZNF561","93134","zinc finger protein 561"
"ENSG00000096092",163.45797583264,-1.34113709545894,0.149738353386929,-8.95653695345103,3.35035191095141e-19,2.2332648784985e-18,"TMEM14A","28978","transmembrane protein 14A"
"ENSG00000136451",724.263758193741,-0.682745382627042,0.0762488482678686,-8.95417305489653,3.42291558323524e-19,2.280602615991e-18,"VEZF1","7716","vascular endothelial zinc finger 1"
"ENSG00000147874",406.624820492431,-0.841706730601029,0.0940561734427064,-8.94897910251206,3.58785069897095e-19,2.38941453237387e-18,"HAUS6","54801","HAUS augmin like complex subunit 6"
"ENSG00000119471",528.244166527634,-0.775502828620447,0.086661244588387,-8.94866941161341,3.59792932914832e-19,2.39504437457037e-18,"HSDL2","84263","hydroxysteroid dehydrogenase like 2"
"ENSG00000127824",170.535107381971,-1.28151773088248,0.143284064863235,-8.94389569493088,3.75687141209126e-19,2.49971877523255e-18,"TUBA4A","7277","tubulin alpha 4a"
"ENSG00000112029",149.478568186821,-1.41354364804444,0.158087253839085,-8.94154091311671,3.8378096527409e-19,2.55242051724257e-18,"FBXO5","26271","F-box protein 5"
"ENSG00000103978",938.186622146979,0.590422606483244,0.0661064280519081,8.93139478084691,4.20671032761866e-19,2.79650414111158e-18,"TMEM87A","25963","transmembrane protein 87A"
"ENSG00000049449",6074.38152523856,-0.363395389185699,0.0406911227968922,-8.93058151773225,4.23775267559114e-19,2.81587010517864e-18,"RCN1","5954","reticulocalbin 1"
"ENSG00000176678",2190.37706325875,0.459479920831395,0.0514572024629959,8.9293606888524,4.28477715898181e-19,2.84583351820973e-18,"FOXL1","2300","forkhead box L1"
"ENSG00000005022",1759.76841062665,-0.462740784701042,0.051833215321647,-8.92749527170059,4.35762758860001e-19,2.89291510814356e-18,"SLC25A5","292","solute carrier family 25 member 5"
"ENSG00000165271",1779.66959610179,-0.500752552472224,0.0560989868351066,-8.92623166161807,4.40766934286851e-19,2.92481903535327e-18,"NOL6","65083","nucleolar protein 6"
"ENSG00000136928",1526.5376239194,0.55771404009937,0.06248627039916,8.92538531323303,4.44150363957999e-19,2.94594422322817e-18,"GABBR2","9568","gamma-aminobutyric acid type B receptor subunit 2"
"ENSG00000004478",1159.10813947809,-0.568247038568908,0.0637001158939567,-8.92065941473142,4.63520008593404e-19,3.07303548657202e-18,"FKBP4","2288","FK506 binding protein 4"
"ENSG00000114120",914.095896375688,0.631967738318174,0.07084701227886,8.92017486680587,4.65552538288103e-19,3.08512289086784e-18,"SLC25A36","55186","solute carrier family 25 member 36"
"ENSG00000109180",1651.32864677781,0.47672429480194,0.0534510409717292,8.91889636076657,4.70957839231852e-19,3.11954006049395e-18,"OCIAD1","54940","OCIA domain containing 1"
"ENSG00000139636",661.80705423194,0.695505321134388,0.0780016784292253,8.91654301728205,4.81069944950121e-19,3.18508933004262e-18,"LMBR1L","55716","limb development membrane protein 1 like"
"ENSG00000090971",565.084782280204,0.745012575153177,0.083560556765576,8.91584024796848,4.84131058439072e-19,3.20391717075664e-18,"NAT14","57106","N-acetyltransferase 14 (putative)"
"ENSG00000152601",3465.43561383912,-0.46472649139152,0.0521314489772264,-8.91451322587513,4.89963847935461e-19,3.24106247346177e-18,"MBNL1","4154","muscleblind like splicing regulator 1"
"ENSG00000104142",1155.15263728426,0.625113330360466,0.0701337977276857,8.91315386609528,4.96010749229089e-19,3.27959014003514e-18,"VPS18","57617","VPS18, CORVET/HOPS core subunit"
"ENSG00000126804",657.318059456386,0.697555469885242,0.0782657980431098,8.91264750793213,4.98282000279442e-19,3.29313009870781e-18,"ZBTB1","22890","zinc finger and BTB domain containing 1"
"ENSG00000067208",676.431260892953,-0.768878964574253,0.0862697339157202,-8.9124995485137,4.9894760433407e-19,3.29605100523331e-18,"EVI5","7813","ecotropic viral integration site 5"
"ENSG00000115840",286.57827700279,-1.0619295077818,0.119212465330989,-8.90787305533347,5.20209136426175e-19,3.43496516695742e-18,"SLC25A12","8604","solute carrier family 25 member 12"
"ENSG00000144815",996.653273288525,-0.588359964777357,0.0660552716455131,-8.90708568931185,5.23915628537285e-19,3.45789007316727e-18,"NXPE3","91775","neurexophilin and PC-esterase domain family member 3"
"ENSG00000142089",3186.12059021845,0.438434629520008,0.0492359507267583,8.90476619316567,5.34986853818308e-19,3.52938059604934e-18,"IFITM3","10410","interferon induced transmembrane protein 3"
"ENSG00000059145",392.927235430286,0.870845787746929,0.097801981616286,8.90417324225173,5.37853971784117e-19,3.5467077566686e-18,"UNKL","64718","unkempt family like zinc finger"
"ENSG00000162772",188.3531387419,1.3292553562314,0.149317126409053,8.90222969192369,5.47358523620414e-19,3.60776830103652e-18,"ATF3","467","activating transcription factor 3"
"ENSG00000186111",2617.64862608013,0.460708847321736,0.0518044797719471,8.89322408698748,5.93609367583598e-19,3.91086940520655e-18,"PIP5K1C","23396","phosphatidylinositol-4-phosphate 5-kinase type 1 gamma"
"ENSG00000197535",1935.32226712238,-0.488118194153721,0.0549283744239483,-8.88644893049858,6.30930340477522e-19,4.15489336816699e-18,"MYO5A","4644","myosin VA"
"ENSG00000186635",1378.20274767947,0.528635047438411,0.0594944544537605,8.88545079187624,6.36621010397369e-19,4.19049595856919e-18,"ARAP1","116985","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
"ENSG00000173542",1185.93741569089,0.553397635329775,0.0623126459693196,8.88098437678681,6.62712621495227e-19,4.36029402481993e-18,"MOB1B","92597","MOB kinase activator 1B"
"ENSG00000029364",1946.13234144968,0.479814369497651,0.0540358458727302,8.87955692648451,6.71272049412425e-19,4.41463965383325e-18,"SLC39A9","55334","solute carrier family 39 member 9"
"ENSG00000131791",699.607480970168,0.67028052034547,0.0755120371306314,8.87647249121254,6.90141932586276e-19,4.53671356041773e-18,"PRKAB2","5565","protein kinase AMP-activated non-catalytic subunit beta 2"
"ENSG00000170145",1016.12788907531,0.60350476278228,0.0680566396290919,8.86768383028277,7.46830203837744e-19,4.90717055022767e-18,"SIK2","23235","salt inducible kinase 2"
"ENSG00000111875",241.722247761554,-1.09957626234968,0.124022910079325,-8.86591244832421,7.58800830336849e-19,4.98360367090218e-18,"ASF1A","25842","anti-silencing function 1A histone chaperone"
"ENSG00000114982",835.437083472498,-0.632683474467393,0.0713951030883444,-8.86172086178669,7.87886731710943e-19,5.17232723917856e-18,"KANSL3","55683","KAT8 regulatory NSL complex subunit 3"
"ENSG00000137494",377.990673635694,0.898083525348389,0.101357365118476,8.86056503440695,7.96099038824672e-19,5.22391257088068e-18,"ANKRD42","338699","ankyrin repeat domain 42"
"ENSG00000005108",44.1708787387906,4.7772602700662,0.539192153145315,8.860032999736,7.99907576406293e-19,5.24656780644234e-18,"THSD7A","221981","thrombospondin type 1 domain containing 7A"
"ENSG00000141503",2117.63772883081,0.444965784817538,0.0502241937734811,8.85959039630187,8.03089634539707e-19,5.26509565562553e-18,"MINK1","50488","misshapen like kinase 1"
"ENSG00000141504",538.24546621445,0.79913092543537,0.0902042322495875,8.85912895111443,8.06420466438158e-19,5.28458196281262e-18,"SAT2","112483","spermidine/spermine N1-acetyltransferase family member 2"
"ENSG00000162441",292.967656286429,-0.97254027045095,0.10978257758742,-8.85878517177747,8.08910821523231e-19,5.2985456389375e-18,"LZIC","84328","leucine zipper and CTNNBIP1 domain containing"
"ENSG00000129680",437.703042748493,-0.838258196662252,0.0946502655076513,-8.8563744873435,8.26588620599647e-19,5.41193384735567e-18,"MAP7D3","79649","MAP7 domain containing 3"
"ENSG00000134470",165.982628505609,1.36298739571412,0.153932900728848,8.85442546239689,8.41159535877171e-19,5.50488864998124e-18,"IL15RA","3601","interleukin 15 receptor subunit alpha"
"ENSG00000143815",605.256037059552,-0.736066320696474,0.0831385672442394,-8.85348815952172,8.48256866461824e-19,5.54887248021055e-18,"LBR","3930","lamin B receptor"
"ENSG00000103222",4863.73279895327,0.389045709259543,0.0439458507226826,8.85284282501642,8.53177737540983e-19,5.57858628920985e-18,"ABCC1","4363","ATP binding cassette subfamily C member 1"
"ENSG00000168807",1517.85116947287,-0.513005243193296,0.0579694635166612,-8.84957720966059,8.78514680282432e-19,5.74170703237361e-18,"SNTB2","6645","syntrophin beta 2"
"ENSG00000165156",590.016655997702,-0.719065266610775,0.0812602676922507,-8.84891579897353,8.83736153371259e-19,5.77327279627022e-18,"ZHX1","11244","zinc fingers and homeoboxes 1"
"ENSG00000184602",363.887195479689,-0.886222529553365,0.100154813951275,-8.84852654196439,8.86823438702705e-19,5.79087454124965e-18,"SNN","8303","stannin"
"ENSG00000182261",43.2089584488167,-3.20021801521697,0.362035850311988,-8.83950584578615,9.61428802580395e-19,6.27526027122669e-18,"NLRP10","338322","NLR family pyrin domain containing 10"
"ENSG00000049192",260.89778959506,-1.16860855490929,0.13231800557906,-8.8318180870029,1.02987843654162e-18,6.71905639563986e-18,"ADAMTS6","11174","ADAM metallopeptidase with thrombospondin type 1 motif 6"
"ENSG00000170955",1174.9011220335,-0.547371408139235,0.0619859360654344,-8.83057420575873,1.04139710569381e-18,6.79119935562625e-18,"CAVIN3","112464","caveolae associated protein 3"
"ENSG00000196365",1471.31191529607,-0.524355270598837,0.0593898569251519,-8.82903744421667,1.05580375343471e-18,6.88210336935904e-18,"LONP1","9361","lon peptidase 1, mitochondrial"
"ENSG00000070214",696.011952535943,0.692380053948011,0.0784242780762922,8.82864427868184,1.05952106530251e-18,6.90328092857136e-18,"SLC44A1","23446","solute carrier family 44 member 1"
"ENSG00000145012",2799.29440053653,-0.583801870343099,0.0661989088249459,-8.81890473280888,1.15584726162006e-18,7.52756382755475e-18,"LPP","4026","LIM domain containing preferred translocation partner in lipoma"
"ENSG00000172115",1936.07943409259,-0.489525780071515,0.0555116479923619,-8.8184335680121,1.16072036452005e-18,7.55596145419456e-18,"CYCS","54205","cytochrome c, somatic"
"ENSG00000169715",1708.07849182068,0.52879095425928,0.0599777724749161,8.81644870156574,1.18147294225785e-18,7.68765925960095e-18,"MT1E","4493","metallothionein 1E"
"ENSG00000157954",1625.22012772813,0.484675792299948,0.0550126152418625,8.81026633925827,1.24848868017225e-18,8.12013511402412e-18,"WIPI2","26100","WD repeat domain, phosphoinositide interacting 2"
"ENSG00000224470",897.241188321648,0.61764057845567,0.0701211404876853,8.80819356559296,1.27178686614402e-18,8.26801712978851e-18,"ATXN1L","342371","ataxin 1 like"
"ENSG00000023734",2991.91487161239,-0.445573389925248,0.0505939500257329,-8.80685120846706,1.28710362974986e-18,8.36336682969386e-18,"STRAP","11171","serine/threonine kinase receptor associated protein"
"ENSG00000166886",1112.90177909797,0.68627173432309,0.0779251300291516,8.80680897248881,1.28758850159963e-18,8.36336682969386e-18,"NAB2","4665","NGFI-A binding protein 2"
"ENSG00000153714",383.163094899981,0.875854055361414,0.0994564599091841,8.80640690570704,1.29221329666629e-18,8.38970906002988e-18,"LURAP1L","286343","leucine rich adaptor protein 1 like"
"ENSG00000115540",324.872546317055,-0.98653051571963,0.112145157903514,-8.79690692101401,1.40638869358727e-18,9.12697338885479e-18,"MOB4","25843","MOB family member 4, phocein"
"ENSG00000109133",1023.4744452088,0.612185020538757,0.0696039950897469,8.79525693531542,1.42721021138098e-18,9.25802116872048e-18,"TMEM33","55161","transmembrane protein 33"
"ENSG00000163053",78.494945961489,1.97554336970705,0.224695385403594,8.79209586862951,1.46795424026466e-18,9.51557791479356e-18,"SLC16A14","151473","solute carrier family 16 member 14"
"ENSG00000068438",544.97202773904,-0.760265678873131,0.0864716852156957,-8.79207658526277,1.46820628160134e-18,9.51557791479356e-18,"FTSJ1","24140","FtsJ RNA methyltransferase homolog 1"
"ENSG00000167555",348.657701087411,0.967961387983342,0.110223142685901,8.78183441694918,1.60829742916952e-18,1.04189395653189e-17,"ZNF528","84436","zinc finger protein 528"
"ENSG00000116793",589.635373449084,0.769415584120788,0.0876370536863922,8.77956927755844,1.64101886599282e-18,1.06262460663454e-17,"PHTF1","10745","putative homeodomain transcription factor 1"
"ENSG00000165934",1156.52846637499,-0.552832968839313,0.0629837208115132,-8.77739456666488,1.67305225016863e-18,1.08289170237089e-17,"CPSF2","53981","cleavage and polyadenylation specific factor 2"
"ENSG00000205155",263.141937940831,1.03903315296239,0.118380253006047,8.77708170558913,1.67771119945549e-18,1.08543053808494e-17,"PSENEN","55851","presenilin enhancer gamma-secretase subunit"
"ENSG00000203950",676.464933781985,0.700381544405822,0.0798066607381204,8.77597857031095,1.69424091863959e-18,1.09564382004872e-17,"RTL8A","26071","retrotransposon Gag like 8A"
"ENSG00000189410",331.389386693001,-0.975000978930986,0.111101030987701,-8.77580496115218,1.6968569372681e-18,1.09685427813409e-17,"SH2D5","400745","SH2 domain containing 5"
"ENSG00000143436",288.232494514608,-0.961842345627986,0.109608445226686,-8.77525763310265,1.70513045322952e-18,1.10171909775084e-17,"MRPL9","65005","mitochondrial ribosomal protein L9"
"ENSG00000145390",521.060382205402,-0.764462703359462,0.0871483413979135,-8.77197076957525,1.75565984687212e-18,1.1338700623664e-17,"USP53","54532","ubiquitin specific peptidase 53"
"ENSG00000120885",8117.18965123404,0.420714989566358,0.0479638631527319,8.77149924781225,1.76302885763518e-18,1.13813049951061e-17,"CLU","1191","clusterin"
"ENSG00000116521",1615.60152104682,0.526642883026614,0.060043672995106,8.7709971218706,1.77090973665173e-18,1.14271749994629e-17,"SCAMP3","10067","secretory carrier membrane protein 3"
"ENSG00000156875",930.025079594941,0.634475954316204,0.0723606889357,8.76824092816477,1.81479181774446e-18,1.17052086695483e-17,"MFSD14A","64645","major facilitator superfamily domain containing 14A"
"ENSG00000149547",2510.47314998831,0.481112136280688,0.0549277761967783,8.75899534976818,1.96998245344366e-18,1.27006130353686e-17,"EI24","9538","EI24, autophagy associated transmembrane protein"
"ENSG00000110911",599.323970705628,-0.706406272129915,0.0806735643302346,-8.75635380678439,2.01668008885046e-18,1.29959908830249e-17,"SLC11A2","4891","solute carrier family 11 member 2"
"ENSG00000108669",334.487427273618,0.968711983966293,0.110632618896017,8.75611545340693,2.02094711496568e-18,1.3017796582327e-17,"CYTH1","9267","cytohesin 1"
"ENSG00000099783",3354.80336718706,-0.379050201025588,0.0432918932070836,-8.75568548625095,2.02866698810109e-18,1.30618147971315e-17,"HNRNPM","4670","heterogeneous nuclear ribonucleoprotein M"
"ENSG00000165102",2205.18186016525,0.433713206764617,0.0495493541919408,8.75315559279601,2.07468340356306e-18,1.33522637562063e-17,"HGSNAT","138050","heparan-alpha-glucosaminide N-acetyltransferase"
"ENSG00000101557",1772.97658996374,-0.458801832190048,0.0524230239987379,-8.75191465874028,2.09763009989161e-18,1.34940516858152e-17,"USP14","9097","ubiquitin specific peptidase 14"
"ENSG00000187951",56.0463120857377,-2.4094614046627,0.27532101962555,-8.7514618678214,2.10606512278766e-18,1.35424030452201e-17,"ARHGAP11B","89839","Rho GTPase activating protein 11B"
"ENSG00000230453",67.8136580133658,-2.13641554737053,0.244127450884591,-8.75123030871486,2.11039176250354e-18,1.3564306060086e-17,"ANKRD18B","441459","ankyrin repeat domain 18B"
"ENSG00000139668",482.191233558981,-0.761595556257316,0.0870517782069337,-8.74876506769226,2.15700195612138e-18,1.38578443022305e-17,"WDFY2","115825","WD repeat and FYVE domain containing 2"
"ENSG00000117523",5053.46047674309,0.386326092362634,0.044158154506119,8.74869198415212,2.15839914576447e-18,1.38607784794234e-17,"PRRC2C","23215","proline rich coiled-coil 2C"
"ENSG00000126107",815.883719599592,-0.640007223722967,0.0732644663976208,-8.73557476348112,2.424203082103e-18,1.55609342439173e-17,"HECTD3","79654","HECT domain E3 ubiquitin protein ligase 3"
"ENSG00000115353",50.0429620001663,2.88915296182561,0.330806367542517,8.73366792570666,2.46544243492766e-18,1.58187595150039e-17,"TACR1","6869","tachykinin receptor 1"
"ENSG00000108797",1269.18823404904,-0.513339030440478,0.0587851183675245,-8.73246571064266,2.49179808221895e-18,1.59809051939699e-17,"CNTNAP1","8506","contactin associated protein 1"
"ENSG00000139644",10613.9588514378,0.325997064843194,0.0373337410557287,8.73196887385523,2.50277108510875e-18,1.60442976304188e-17,"TMBIM6","7009","transmembrane BAX inhibitor motif containing 6"
"ENSG00000171680",427.118705593219,0.84054467463876,0.0963104562916789,8.72744982219944,2.6047936309035e-18,1.66910645792417e-17,"PLEKHG5","57449","pleckstrin homology and RhoGEF domain containing G5"
"ENSG00000156030",561.042020607057,-0.778623469346271,0.0892241858500649,-8.7265965155983,2.62451375316124e-18,1.68101189457151e-17,"ELMSAN1","91748","ELM2 and Myb/SANT domain containing 1"
"ENSG00000256269",360.046147759123,-0.886905000387296,0.101667483465112,-8.72358565550254,2.69528036155489e-18,1.72558826970443e-17,"HMBS","3145","hydroxymethylbilane synthase"
"ENSG00000104805",3943.48555572637,0.401676976209598,0.0460724091395205,8.71838446722429,2.82199299771192e-18,1.80592847591308e-17,"NUCB1","4924","nucleobindin 1"
"ENSG00000048649",1446.7528729647,0.495003148510766,0.0567832365680185,8.71741694254818,2.84620461441729e-18,1.8206321010105e-17,"RSF1","51773","remodeling and spacing factor 1"
"ENSG00000164068",715.568257253497,0.735838145290914,0.0844214332823105,8.7162479560164,2.87573139823733e-18,1.83872144673413e-17,"RNF123","63891","ring finger protein 123"
"ENSG00000103034",339.219279119036,0.926242242068113,0.10632721512724,8.71124331583119,3.00559731797913e-18,1.9209233856191e-17,"NDRG4","65009","NDRG family member 4"
"ENSG00000151458",1225.65016338676,0.579614431881192,0.0665395906671017,8.71082052159006,3.01683005753432e-18,1.92726664013614e-17,"ANKRD50","57182","ankyrin repeat domain 50"
"ENSG00000183576",620.358780693709,-0.714617461538584,0.0821317316196753,-8.70086929188027,3.29351439018142e-18,2.10311157203179e-17,"SETD3","84193","SET domain containing 3"
"ENSG00000131351",82.7462984632395,-1.92429203430939,0.221206798227093,-8.69906372558177,3.34633577486119e-18,2.13591583585553e-17,"HAUS8","93323","HAUS augmin like complex subunit 8"
"ENSG00000101298",355.139995384923,-0.886230993714183,0.101921642682286,-8.69521889945178,3.46161776007454e-18,2.20793805617915e-17,"SNPH","9751","syntaphilin"
"ENSG00000102359",1060.31174832342,0.576852575471824,0.0663414897093036,8.69520081625372,3.46216911916815e-18,2.20793805617915e-17,"SRPX2","27286","sushi repeat containing protein, X-linked 2"
"ENSG00000117593",411.596156971702,-0.807632661078773,0.0928925096052124,-8.6942710936669,3.49063360826213e-18,2.22512794630481e-17,"DARS2","55157","aspartyl-tRNA synthetase 2, mitochondrial"
"ENSG00000185909",431.144093719096,0.860444970517308,0.0990314143412371,8.68860629973872,3.66912800227981e-18,2.33789920006917e-17,"KLHDC8B","200942","kelch domain containing 8B"
"ENSG00000094880",480.561927043917,-0.800689557161118,0.092155318821117,-8.68847905258012,3.67323926207348e-18,2.33950735714948e-17,"CDC23","8697","cell division cycle 23"
"ENSG00000169992",1983.82307067091,0.463807290681981,0.0533932357121847,8.68663014135584,3.73349184428595e-18,2.37685541257392e-17,"NLGN2","57555","neuroligin 2"
"ENSG00000173210",3327.91218151663,0.386876531107287,0.0445588082262744,8.68238057765564,3.87570058277698e-18,2.46632449002449e-17,"ABLIM3","22885","actin binding LIM protein family member 3"
"ENSG00000131584",1067.09073092054,0.582146204672189,0.0670714180693852,8.67949748833342,3.97521248207121e-18,2.52855768497046e-17,"ACAP3","116983","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"
"ENSG00000174996",1118.01688242171,0.623425530171245,0.0718432160631991,8.67758383231104,4.04265213887943e-18,2.57034543670427e-17,"KLC2","64837","kinesin light chain 2"
"ENSG00000168175",2245.39404118475,0.418908338330827,0.0483603170638155,8.66223308209584,4.62611245639403e-18,2.94004507901402e-17,"MAPK1IP1L","93487","mitogen-activated protein kinase 1 interacting protein 1 like"
"ENSG00000132305",1366.30956186404,-0.537309078313754,0.0620347078662363,-8.66142675278392,4.65895847449538e-18,2.95964353435832e-17,"IMMT","10989","inner membrane mitochondrial protein"
"ENSG00000172260",704.377216182805,-0.656396349803932,0.0758142293604838,-8.65795715844948,4.80293967385229e-18,3.04979426597308e-17,"NEGR1","257194","neuronal growth regulator 1"
"ENSG00000163939",1864.89411985303,0.456618231710056,0.0527523556500469,8.6558832507729,4.89109095585954e-18,3.1044314602695e-17,"PBRM1","55193","polybromo 1"
"ENSG00000167513",133.844398236272,-1.51739404040302,0.175461391928627,-8.64802235821915,5.23995663151464e-18,3.32442879187528e-17,"CDT1","81620","chromatin licensing and DNA replication factor 1"
"ENSG00000132613",743.852101900646,0.666581253159061,0.0770982498534253,8.64586750576474,5.33980458061877e-18,3.38631841261444e-17,"MTSS1L","92154","MTSS1L, I-BAR domain containing"
"ENSG00000107789",853.192779291432,0.64983972682723,0.075172079500696,8.64469535954787,5.39490379508583e-18,3.41870217186706e-17,"MINPP1","9562","multiple inositol-polyphosphate phosphatase 1"
"ENSG00000039319",797.337547245499,0.616318667214851,0.0712945401641767,8.64468254926108,5.39550905941293e-18,3.41870217186706e-17,"ZFYVE16","9765","zinc finger FYVE-type containing 16"
"ENSG00000162736",3264.81449857537,0.389432611626444,0.0450686775468253,8.64087061844298,5.57862641580396e-18,3.53320997490841e-17,"NCSTN","23385","nicastrin"
"ENSG00000166483",517.355820838479,0.755379780859426,0.0874286712442076,8.63995494966959,5.62351914167203e-18,3.55868091814605e-17,"WEE1","7465","WEE1 G2 checkpoint kinase"
"ENSG00000153066",572.636791414239,-0.737945961169184,0.085410888226394,-8.63995184329603,5.62367204394229e-18,3.55868091814605e-17,"TXNDC11","51061","thioredoxin domain containing 11"
"ENSG00000034510",17293.623786867,-0.334351065867229,0.0386990330755295,-8.63977829148008,5.63222115364479e-18,3.56256117435266e-17,"TMSB10","9168","thymosin beta 10"
"ENSG00000095739",265.757884812529,1.05864074195003,0.122539671291744,8.63916746952591,5.6624122143252e-18,3.58012145923315e-17,"BAMBI","25805","BMP and activin membrane bound inhibitor"
"ENSG00000119408",1868.1218378915,-0.446708477910189,0.0517149877927908,-8.63789197244017,5.72597215546857e-18,3.6187554728686e-17,"NEK6","10783","NIMA related kinase 6"
"ENSG00000224531",664.204424935651,0.670138098997682,0.0775874965589591,8.63719192806331,5.76115521848994e-18,3.63943015902721e-17,"SMIM13","221710","small integral membrane protein 13"
"ENSG00000182952",801.415946817956,0.625247137669139,0.0723974966914059,8.63630879855215,5.80584437445618e-18,3.66608973396466e-17,"HMGN4","10473","high mobility group nucleosomal binding domain 4"
"ENSG00000154358",581.205693239018,0.843416582317845,0.0976780008996943,8.63466261132792,5.89006196296931e-18,3.71767594048144e-17,"OBSCN","84033","obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"
"ENSG00000165389",679.050013284207,0.657040613554348,0.0761066868075045,8.63315223820203,5.96839154423143e-18,3.76550319258916e-17,"SPTSSA","171546","serine palmitoyltransferase small subunit A"
"ENSG00000186470",362.791185719032,0.911292193434851,0.105574370747557,8.63175586065178,6.04172348410552e-18,3.81013781381032e-17,"BTN3A2","11118","butyrophilin subfamily 3 member A2"
"ENSG00000091651",136.514238302696,-1.43332135324071,0.166056120513929,-8.63154786950764,6.05272214707704e-18,3.81544136029176e-17,"ORC6","23594","origin recognition complex subunit 6"
"ENSG00000165886",1037.27568623376,0.555145509617014,0.0643236278086677,8.63050683752335,6.10807009396214e-18,3.84868478173639e-17,"UBTD1","80019","ubiquitin domain containing 1"
